image_name,pull_count,star_count,categories
drupalci/db-mysql-5.5,302,1,content-management-system;databases-and-storage;integration-and-delivery
oydeu/oyd-pia_base,298,0,databases-and-storage;integration-and-delivery;security
ensemblorg/red,271,0,data-science;databases-and-storage;languages-and-frameworks
biocontainers/metaboliteidconverter,232,0,data-science;databases-and-storage
buildbot/metamysql,191,0,databases-and-storage;integration-and-delivery;operating-systems
drupalci/db-mysql-8,184,0,databases-and-storage;languages-and-frameworks;integration-and-delivery
drupalci/db-pgsql-9.5,184,0,databases-and-storage;integration-and-delivery;security
cpicpgx/cpic-db,183,1,data-science;databases-and-storage;integration-and-delivery
drupalci/db-mysql-5.6,181,0,content-management-system;databases-and-storage;integration-and-delivery
drupalci/db-mysql-5.7,169,0,content-management-system;databases-and-storage;integration-and-delivery
apache/gobblin,166,3,data-science;databases-and-storage;integration-and-delivery
drupalci/db-pgsql-10.12,165,0,content-management-system;databases-and-storage;integration-and-delivery
drupalci/db-pgsql-12.1,151,0,databases-and-storage;integration-and-delivery
corpusops/harbor-db,131,0,databases-and-storage;integration-and-delivery;monitoring-and-observability
corpusops/redis-photon,97,0,databases-and-storage;message-queues;operating-systems
climatemind/db,72,0,data-science;databases-and-storage;security
bitnami/postgresql,1B+,372,databases-and-storage;integration-and-delivery;security
bitnami/redis,1B+,364,databases-and-storage;message-queues;monitoring-and-observability
bitnami/mongodb,1B+,266,databases-and-storage;integration-and-delivery;internet-of-things
nutanix/test-dvp,12,0,databases-and-storage;integration-and-delivery;networking
atmoz/sftp,1B+,522,databases-and-storage;networking;security
bitnami/mariadb,500M+,208,databases-and-storage;security
cockroachdb/cockroach,100M+,164,databases-and-storage;integration-and-delivery;internet-of-things
bitnami/redis-cluster,100M+,54,databases-and-storage;message-queues;security
bitnami/mysql,100M+,148,databases-and-storage;integration-and-delivery;security
axllent/mailpit,100M+,101,databases-and-storage;networking;developer-tools
bitnami/redis-sentinel,100M+,55,databases-and-storage;message-queues;monitoring-and-observability
bitnami/redis-exporter,100M+,16,databases-and-storage;monitoring-and-observability
bitnami/etcd,100M+,203,databases-and-storage;integration-and-delivery
bitnami/memcached,100M+,36,databases-and-storage;integration-and-delivery;monitoring-and-observability
bitnami/elasticsearch,100M+,84,databases-and-storage;security;web-analytics
osixia/openldap,100M+,457,databases-and-storage;security
bitnami/phpmyadmin,50M+,49,databases-and-storage;developer-tools
thanosio/thanos,50M+,26,databases-and-storage;integration-and-delivery;monitoring-and-observability
bitnami/postgres-exporter,50M+,19,databases-and-storage;integration-and-delivery;monitoring-and-observability
bitnami/mongodb-exporter,50M+,14,databases-and-storage;monitoring-and-observability
bitnami/cassandra,50M+,52,data-science;databases-and-storage;internet-of-things
bitnami/postgresql-repmgr,50M+,26,databases-and-storage;integration-and-delivery
pgvector/pgvector,50M+,99,databases-and-storage
eventstore/eventstore,50M+,101,databases-and-storage
bitnami/minio,50M+,171,data-science;databases-and-storage;machine-learning-and-ai
dbeaver/cloudbeaver,10M+,132,databases-and-storage;web-servers
bitnami/pgpool,10M+,26,databases-and-storage;monitoring-and-observability;networking
yobasystems/alpine-mariadb,10M+,142,databases-and-storage
drakkan/sftpgo,10M+,91,databases-and-storage;networking;security
bitnami/mariadb-galera,10M+,25,databases-and-storage
getmeili/meilisearch,10M+,119,databases-and-storage
edoburu/pgbouncer,10M+,37,databases-and-storage
vastdataorg/csi,10M+,3,databases-and-storage
bitnami/openldap,10M+,156,databases-and-storage;networking;security
untergeek/curator,10M+,5,databases-and-storage;developer-tools
bitnami/thanos,10M+,12,databases-and-storage;integration-and-delivery;monitoring-and-observability
qdrant/qdrant,10M+,106,databases-and-storage;machine-learning-and-ai
prodrigestivill/postgres-backup-local,10M+,63,databases-and-storage
typesense/typesense,10M+,65,databases-and-storage;machine-learning-and-ai;developer-tools
openebs/provisioner-localpv,10M+,4,databases-and-storage;integration-and-delivery;internet-of-things
dgraph/dgraph,10M+,85,databases-and-storage
bitnami/solr,10M+,16,content-management-system;databases-and-storage;web-servers
liquibase/liquibase,10M+,62,databases-and-storage;integration-and-delivery
trinodb/trino,10M+,86,data-science;databases-and-storage;machine-learning-and-ai
bitnami/pgbouncer,10M+,22,databases-and-storage;integration-and-delivery;monitoring-and-observability
tensorchord/pgvecto-rs,10M+,17,data-science;databases-and-storage;machine-learning-and-ai
bitnami/mysqld-exporter,10M+,7,databases-and-storage;monitoring-and-observability
mailcow/solr,10M+,2,databases-and-storage;web-servers
purestorage/k8s,10M+,11,databases-and-storage;integration-and-delivery
apachegeode/geode-build,10M+,1,databases-and-storage;languages-and-frameworks;integration-and-delivery
apachepinot/pinot,10M+,10,databases-and-storage;monitoring-and-observability;web-analytics
duplicati/duplicati,10M+,141,databases-and-storage;security
vespaengine/vespa,10M+,11,data-science;databases-and-storage;machine-learning-and-ai
bitnami/neo4j,10M+,17,databases-and-storage;machine-learning-and-ai;monitoring-and-observability
gvenzl/oracle-xe,10M+,358,databases-and-storage
yugabytedb/yugabyte,10M+,30,databases-and-storage
fireflyiii/data-importer,10M+,21,databases-and-storage;integration-and-delivery;security
martin/docker-cleanup-volumes,10M+,69,databases-and-storage;integration-and-delivery;developer-tools
gasparekatapy/seaweedfs,10M+,4,databases-and-storage
openebs/m-apiserver,10M+,1,api-management;databases-and-storage;monitoring-and-observability
mayanedms/mayanedms,5M+,101,content-management-system;databases-and-storage
pravega/zookeeper-operator,5M+,2,databases-and-storage;integration-and-delivery;monitoring-and-observability
pingcap/tidb,5M+,117,databases-and-storage
bitnami/influxdb,5M+,15,databases-and-storage;internet-of-things;monitoring-and-observability
citusdata/citus,5M+,51,databases-and-storage
bitnami/harbor-core,5M+,15,databases-and-storage;integration-and-delivery;security
sismics/docs,5M+,20,api-management;content-management-system;databases-and-storage
openebs/admission-server,5M+,1,databases-and-storage;integration-and-delivery;security
arm32v7/redis,5M+,34,databases-and-storage
wodby/mariadb,5M+,8,databases-and-storage;integration-and-delivery;security
bitnami/mongodb-sharded,5M+,12,databases-and-storage;security
amd64/mariadb,5M+,46,databases-and-storage
bitnami/harbor-registry,5M+,28,databases-and-storage;integration-and-delivery;security
bitnami/harbor-registryctl,5M+,2,databases-and-storage;integration-and-delivery;security
arm64v8/redis,5M+,46,databases-and-storage
openebs/openebs-k8s-provisioner,5M+,2,databases-and-storage;integration-and-delivery;monitoring-and-observability
mattermost/mattermost-preview,5M+,78,databases-and-storage;integration-and-delivery;web-servers
itsthenetwork/nfs-server-alpine,5M+,163,databases-and-storage
dockage/phppgadmin,5M+,22,databases-and-storage;security;web-servers
pingcap/tikv,5M+,20,databases-and-storage
gvenzl/oracle-free,5M+,86,databases-and-storage
demyx/mariadb,5M+,0,databases-and-storage
hartmutcouk/pg-repack-docker,1M+,1,databases-and-storage;developer-tools
bitnami/cassandra-exporter,1M+,0,databases-and-storage;monitoring-and-observability
axoniq/axonserver,1M+,27,databases-and-storage;integration-and-delivery;monitoring-and-observability
cockroachdb/cockroach-k8s-request-cert,1M+,0,databases-and-storage;integration-and-delivery;security
saspus/duplicacy-web,1M+,28,databases-and-storage
arm64v8/mongo,1M+,37,databases-and-storage
neo4j/helm-charts-backup,1M+,0,data-science;databases-and-storage
erikdevries/spotweb,1M+,18,databases-and-storage;languages-and-frameworks;web-servers
openebs/snapshot-controller,1M+,2,databases-and-storage;integration-and-delivery;monitoring-and-observability
bitnami/clickhouse,1M+,54,data-science;databases-and-storage;internet-of-things
openebs/snapshot-provisioner,1M+,0,databases-and-storage;integration-and-delivery
openebs/jiva,1M+,9,databases-and-storage;integration-and-delivery;monitoring-and-observability
d3fk/s3cmd,1M+,17,databases-and-storage;developer-tools
bitnami/rclone,1M+,26,databases-and-storage;integration-and-delivery;security
tinkerpop/gremlin-server,1M+,26,data-science;databases-and-storage
valeriansaliou/sonic,1M+,16,databases-and-storage
s390x/mongo,1M+,1,databases-and-storage
arigaio/atlas,1M+,9,databases-and-storage;integration-and-delivery;monitoring-and-observability
bruceforce/vaultwarden-backup,1M+,28,databases-and-storage;security
wodby/redis,1M+,2,databases-and-storage;message-queues;security
manticoresearch/manticore,1M+,39,databases-and-storage
elkozmon/zoonavigator,1M+,19,databases-and-storage;monitoring-and-observability;developer-tools
sqitch/sqitch,1M+,10,databases-and-storage;integration-and-delivery;developer-tools
bitnami/minio-client,1M+,11,databases-and-storage;integration-and-delivery;security
stonith404/pingvin-share,1M+,25,databases-and-storage
questdb/questdb,1M+,34,databases-and-storage;developer-tools
arm64v8/postgres,1M+,28,databases-and-storage
distribution/distribution,1M+,8,databases-and-storage;integration-and-delivery;developer-tools
ampache/ampache,1M+,63,content-management-system;databases-and-storage;web-servers
d3fk/nfs-client,1M+,23,databases-and-storage;networking;developer-tools
wernight/duplicity,1M+,18,databases-and-storage
jlsalvador/postgres,1M+,0,databases-and-storage
zilliz/attu,1M+,16,databases-and-storage;developer-tools
arm32v7/postgres,1M+,34,databases-and-storage
offen/docker-volume-backup,1M+,42,databases-and-storage;developer-tools
gesellix/couchdb-prometheus-exporter,1M+,1,databases-and-storage
wodby/adminer,1M+,2,databases-and-storage;security
softinstigate/restheart,1M+,17,api-management;databases-and-storage;developer-tools
espocrm/espocrm,1M+,34,api-management;content-management-system;databases-and-storage
arm64v8/mariadb,1M+,36,databases-and-storage
openebs/cstor-pool,1M+,1,databases-and-storage;integration-and-delivery;monitoring-and-observability
bitnami/grafana-loki,1M+,1,databases-and-storage;integration-and-delivery;monitoring-and-observability
severalnines/clustercontrol,1M+,34,databases-and-storage
amd64/mysql,1M+,19,databases-and-storage
amd64/mongo,1M+,0,databases-and-storage
dbgate/dbgate,1M+,30,databases-and-storage;developer-tools
bitnami/valkey,1M+,4,databases-and-storage;message-queues;monitoring-and-observability
landoop/fast-data-dev,1M+,131,databases-and-storage;message-queues;developer-tools
openlistteam/openlist,1M+,108,databases-and-storage
openebs/cstor-istgt,1M+,1,databases-and-storage;integration-and-delivery;networking
distribution/registry,1M+,57,databases-and-storage;integration-and-delivery;security
bitnami/valkey-cluster,1M+,0,databases-and-storage;message-queues;monitoring-and-observability
openlink/virtuoso-opensource-7,1M+,13,databases-and-storage
vishnunair/docker-redis-cluster,1M+,4,databases-and-storage
macbre/sphinxsearch,1M+,20,databases-and-storage
openebs/cstor-pool-mgmt,1M+,0,databases-and-storage;integration-and-delivery;monitoring-and-observability
tobi312/rpi-mariadb,1M+,16,databases-and-storage
amd64/neo4j,1M+,0,databases-and-storage
hbontempo/postgres-hll,1M+,0,databases-and-storage
garethflowers/ftp-server,1M+,23,databases-and-storage;networking;web-servers
starrocks/fe-ubuntu,1M+,7,databases-and-storage
d3fk/mysql-s3-backup,1M+,13,api-management;databases-and-storage;developer-tools
dgraph/standalone,1M+,15,databases-and-storage
wodby/solr,1M+,3,content-management-system;databases-and-storage
openebs/cstor-volume-mgmt,1M+,0,databases-and-storage;integration-and-delivery;monitoring-and-observability
arm64v8/mysql,1M+,81,databases-and-storage
burningalchemist/sql_exporter,1M+,6,databases-and-storage;monitoring-and-observability;developer-tools
scylladb/scylla-enterprise,1M+,0,databases-and-storage
janusgraph/janusgraph,1M+,21,data-science;databases-and-storage;machine-learning-and-ai
cockroachdb/builder,1M+,2,databases-and-storage;languages-and-frameworks;integration-and-delivery
starrocks/operator,1M+,3,databases-and-storage
paradedb/paradedb,1M+,18,databases-and-storage
pinpointdocker/pinpoint-hbase,1M+,5,databases-and-storage;monitoring-and-observability
amd64/redis,500K+,4,databases-and-storage
bitnami/couchdb,500K+,5,databases-and-storage
btcpayserver/bitcoin,500K+,9,databases-and-storage;integration-and-delivery;security
rqlite/rqlite,500K+,15,databases-and-storage
foxel/seafile,500K+,15,databases-and-storage;web-servers
kodcloud/kodbox,500K+,125,content-management-system;databases-and-storage;web-servers
mattermost/mattermost-operator,500K+,2,databases-and-storage;integration-and-delivery;monitoring-and-observability
amd64/elasticsearch,500K+,3,databases-and-storage
electricsql/electric,500K+,9,databases-and-storage;integration-and-delivery
gilleslamiral/imapsync,500K+,82,databases-and-storage;networking;web-servers
tarantool/tarantool,500K+,47,databases-and-storage
enmotech/opengauss,500K+,47,databases-and-storage
amd64/postgres,500K+,3,databases-and-storage
kafbat/kafka-ui,500K+,10,databases-and-storage;message-queues;monitoring-and-observability
greenbone/redis-server,500K+,1,databases-and-storage;security
wodby/memcached,500K+,1,databases-and-storage;integration-and-delivery;security
openebs/mayastor-csi-node,500K+,0,databases-and-storage;integration-and-delivery;operating-systems
hiett/serverless-redis-http,500K+,0,databases-and-storage
openebs/mayastor-agent-ha-node,500K+,0,databases-and-storage;integration-and-delivery;monitoring-and-observability
arm32v7/influxdb,500K+,29,data-science;databases-and-storage;internet-of-things
openebs/mayastor-io-engine,500K+,1,databases-and-storage;integration-and-delivery
winamd64/mongo,500K+,1,databases-and-storage
openmicroscopy/apacheds,500K+,41,databases-and-storage;networking;security
jbtronics/part-db1,500K+,7,databases-and-storage;web-servers
supervisions/itop,500K+,12,databases-and-storage;integration-and-delivery;monitoring-and-observability
starrocks/be-ubuntu,500K+,6,databases-and-storage
patrikx3/p3x-redis-ui,500K+,10,databases-and-storage;monitoring-and-observability;developer-tools
privatebin/pdo,500K+,1,databases-and-storage;security;web-servers
memgraph/memgraph,500K+,15,databases-and-storage
openebs/node-disk-manager-amd64,500K+,1,databases-and-storage;integration-and-delivery;monitoring-and-observability
i386/redis,500K+,0,databases-and-storage
dbeaver/cloudbeaver-ee,500K+,6,databases-and-storage;web-servers
ontotext/graphdb,500K+,34,data-science;databases-and-storage
cwrc/cwrc-gitserver,500K+,0,content-management-system;databases-and-storage;integration-and-delivery
cars10/elasticvue,500K+,5,api-management;databases-and-storage;developer-tools
cockroachdb/postgres-test,500K+,0,databases-and-storage;integration-and-delivery
marian/rebrow,500K+,12,databases-and-storage
amd64/solr,500K+,0,databases-and-storage
oceanbase/oceanbase-ce,500K+,35,databases-and-storage
buluma/docker-molecule-images,500K+,1,databases-and-storage;integration-and-delivery;developer-tools
xylplm/media-saber,500K+,24,content-management-system;databases-and-storage;web-analytics
infraatct/postgis,500K+,0,databases-and-storage
dgraziotin/nginx-webdav-nononsense,500K+,22,databases-and-storage;integration-and-delivery;web-servers
rocketadmin/rocketadmin,500K+,1,content-management-system;databases-and-storage
joseluisq/mysql-client,500K+,3,databases-and-storage;developer-tools
makeplane/plane-frontend,500K+,4,databases-and-storage;developer-tools
droidwiki/restbase,500K+,0,api-management;content-management-system;databases-and-storage
dhis2/core-dev,500K+,2,databases-and-storage;languages-and-frameworks
fraunhoferiosb/frost-server-http,500K+,0,api-management;databases-and-storage;internet-of-things
restatedev/restate,100K+,5,databases-and-storage;message-queues;developer-tools
amd64/influxdb,100K+,0,data-science;databases-and-storage;internet-of-things
koillection/koillection,100K+,9,content-management-system;databases-and-storage;web-servers
ferro/backupsystem,100K+,3,databases-and-storage
breuner/elbencho,100K+,2,databases-and-storage;machine-learning-and-ai;networking
s390x/redis,100K+,0,databases-and-storage
